Destination,Origin,M_Size,Date,DataDate,OrigFood,OrigFuel,OrigWage,DestFood,DestFuel,DestWage,NumMonths
City-Damascus,Daraa,14,Oct 2017,Jul 2017,400,1562.5,1250,450,1500,1550,21
City-Damascus,Damascus,83,Oct 2017,Jul 2017,475,1525,1600,450,1500,1550,21
City-Damascus,Deir Ezzor,15024,Nov 2017,Aug 2017,1e3,4500,1150,450,1500,1600,22
City-Damascus,Homs,89,Nov 2017,Aug 2017,510,1412.5,1800,450,1500,1600,22
City-Damascus,Edlib,8,Nov 2017,Aug 2017,450,3890,2e3,450,1500,1600,22
City-Damascus,Hassakeh,11,Nov 2017,Aug 2017,412.5,1325,950,450,1500,1600,22
City-Damascus,Damascus,25,Nov 2017,Aug 2017,475,1525,1700,450,1500,1600,22
City-Damascus,Daraa,24,Nov 2017,Aug 2017,412.5,1622.5,1300,450,1500,1600,22
City-Damascus,Hama,15,Nov 2017,Aug 2017,590,1687.5,2e3,450,1500,1600,22
Tartous,City-Damascus,12,May 2016,Feb 2016,312.5,1125,1500,350,1132.5,1500,4
Tartous,Homs,121,May 2016,Feb 2016,350,1335,1100,350,1132.5,1500,4
Tartous,Edlib,32,May 2016,Feb 2016,302.5,1375,1200,350,1132.5,1500,4
Tartous,Homs,256,Jun 2016,Mar 2016,306.25,1266.25,1200,375,1157.5,1500,5
Tartous,Edlib,36,Jun 2016,Mar 2016,306.25,1266.25,1200,375,1157.5,1500,5
Tartous,Homs,44,Jul 2016,Apr 2016,325,1335,1e3,375,1157.5,1500,6
Tartous,Edlib,25,Jul 2016,Apr 2016,265,2735,1600,375,1157.5,1500,6
Tartous,Homs,19,Aug 2016,May 2016,480,1335,1e3,475,1182.5,1500,7
Tartous,Edlib,20,Aug 2016,May 2016,362.5,3400,1600,475,1182.5,1500,7
Tartous,Raqqa,18,Oct 2016,Jul 2016,525,875,1750,475,1474,1500,9
Tartous,Deir Ezzor,44,Oct 2016,Jul 2016,850,4150,1050,475,1474,1500,9
Tartous,Hama,1266,Oct 2016,Jul 2016,400,2465.5,1e3,475,1474,1500,9
Tartous,Homs,20,Oct 2016,Jul 2016,400,1175,500,475,1474,1500,9
Tartous,Edlib,75,Oct 2016,Jul 2016,440,2862.5,1750,475,1474,1500,9
Tartous,Damascus,25,Oct 2016,Jul 2016,525,2775,1500,475,1474,1500,9
Tartous,Deir Ezzor,10,Nov 2016,Aug 2016,625,4e3,1150,450,1545,1600,10
Tartous,Hama,99,Nov 2016,Aug 2016,400,2465.5,1e3,450,1545,1600,10
Tartous,Edlib,12,Nov 2016,Aug 2016,450,4120,1800,450,1545,1600,10
Tartous,Lattakia,5,Nov 2016,Aug 2016,411.5,1445,1850,450,1545,1600,10
Tartous,Hama,71,Dec 2016,Sep 2016,425,2400,1e3,450,1495,1625,11
Tartous,Homs,5,Dec 2016,Sep 2016,460,1475,1e3,450,1495,1625,11
Tartous,Edlib,40,Dec 2016,Sep 2016,450,4120,1850,450,1495,1625,11
Tartous,Raqqa,4,Jan 2017,Oct 2016,512.5,1725,1650,462.5,1545,1850,12
Tartous,City-Damascus,5,Jan 2017,Oct 2016,431.25,1470,1500,462.5,1545,1850,12
Tartous,Lattakia,14,Jan 2017,Oct 2016,400,1442.5,1900,462.5,1545,1850,12
Tartous,Deir Ezzor,18,Jan 2017,Oct 2016,800,2737.5,1150,462.5,1545,1850,12
Tartous,Hassakeh,51,Jan 2017,Oct 2016,550,1212.5,900,462.5,1545,1850,12
Tartous,Edlib,51,Jan 2017,Oct 2016,375,3730,2e3,462.5,1545,1850,12
Tartous,Damascus,53,Jan 2017,Oct 2016,500,1850,1500,462.5,1545,1850,12
Tartous,Homs,55,Jan 2017,Oct 2016,455,1462.5,2e3,462.5,1545,1850,12
Tartous,Hama,104,Jan 2017,Oct 2016,420,2430,1e3,462.5,1545,1850,12
Tartous,Edlib,8,Feb 2017,Nov 2016,412.5,3512.5,2e3,412.5,1545,1625,13
Tartous,Hassakeh,10,Feb 2017,Nov 2016,531.25,1262.5,900,412.5,1545,1625,13
Tartous,Deir Ezzor,10,Feb 2017,Nov 2016,1e3,4250,1150,412.5,1545,1625,13
Tartous,Damascus,33,Feb 2017,Nov 2016,500,1600,1500,412.5,1545,1625,13
Tartous,Homs,35,Feb 2017,Nov 2016,485,1455,2e3,412.5,1545,1625,13
Tartous,Lattakia,53,Feb 2017,Nov 2016,412.5,1496,1800,412.5,1545,1625,13
Tartous,Hama,63,Feb 2017,Nov 2016,525,1800,2e3,412.5,1545,1625,13
Tartous,Hassakeh,4,Mar 2017,Dec 2016,512.5,1187.5,900,425,1595,1650,14
Tartous,Homs,9,Mar 2017,Dec 2016,450,1462.5,1100,425,1595,1650,14
Tartous,Deir Ezzor,14,Mar 2017,Dec 2016,1e3,4250,1150,425,1595,1650,14
Tartous,Edlib,14,Mar 2017,Dec 2016,450,4075,1700,425,1595,1650,14
Tartous,Damascus,15,Mar 2017,Dec 2016,510,1700,1500,425,1595,1650,14
Tartous,City-Damascus,29,Mar 2017,Dec 2016,450,1545,1500,425,1595,1650,14
Tartous,Lattakia,44,Mar 2017,Dec 2016,419,1500,1900,425,1595,1650,14
Tartous,Hama,2942,Mar 2017,Dec 2016,465,2475,1600,425,1595,1650,14
Tartous,Homs,10,Apr 2017,Jan 2017,450,1455,1150,412.5,1545,1650,15
Tartous,Damascus,18,Apr 2017,Jan 2017,510,1675,1500,412.5,1545,1650,15
Tartous,Hassakeh,23,Apr 2017,Jan 2017,487.5,1250,900,412.5,1545,1650,15
Tartous,Deir Ezzor,38,Apr 2017,Jan 2017,1125,4250,1150,412.5,1545,1650,15
Tartous,City-Damascus,65,Apr 2017,Jan 2017,450,1620,1500,412.5,1545,1650,15
Tartous,Hama,92,Apr 2017,Jan 2017,525,1592.5,1300,412.5,1545,1650,15
Tartous,Lattakia,239,Apr 2017,Jan 2017,387.5,1425,1900,412.5,1545,1650,15
Tartous,Edlib,721,Apr 2017,Jan 2017,400,4082.5,1700,412.5,1545,1650,15
Tartous,City-Damascus,1,May 2017,Feb 2017,450,1647.5,1500,410,1379,1675,16
Tartous,Damascus,11,May 2017,Feb 2017,475,1665,1500,410,1379,1675,16
Tartous,Hassakeh,18,May 2017,Feb 2017,437.5,1200,900,410,1379,1675,16
Tartous,Lattakia,32,May 2017,Feb 2017,396.5,1387.5,1900,410,1379,1675,16
Tartous,Hama,43,May 2017,Feb 2017,540,1575,1400,410,1379,1675,16
Tartous,Homs,170,May 2017,Feb 2017,440,1460,1150,410,1379,1675,16
Tartous,Daraa,5,Jun 2017,Mar 2017,400,1525,1050,420,1537.5,1675,17
Tartous,City-Damascus,25,Jun 2017,Mar 2017,450,1075,1500,420,1537.5,1675,17
Tartous,Hama,40,Jun 2017,Mar 2017,550,1575,1450,420,1537.5,1675,17
Tartous,Lattakia,55,Jun 2017,Mar 2017,409,1537.5,1925,420,1537.5,1675,17
Tartous,Homs,1395,Jun 2017,Mar 2017,450,1460,1200,420,1537.5,1675,17
Tartous,Hassakeh,10,Jul 2017,Apr 2017,419,1200,900,425,1675,1700,18
Tartous,Deir Ezzor,20,Jul 2017,Apr 2017,1e3,4525,1150,425,1675,1700,18
Tartous,Damascus,30,Jul 2017,Apr 2017,475,1637.5,1500,425,1675,1700,18
Tartous,City-Damascus,35,Jul 2017,Apr 2017,450,1175,1500,425,1675,1700,18
Tartous,Lattakia,35,Jul 2017,Apr 2017,412.5,1650,1925,425,1675,1700,18
Tartous,Hama,95,Jul 2017,Apr 2017,510,1675,1500,425,1675,1700,18
Tartous,Homs,275,Jul 2017,Apr 2017,450,1460,1300,425,1675,1700,18
Tartous,City-Damascus,20,Aug 2017,May 2017,450,1512.5,1500,425,1662.5,1850,19
Tartous,Damascus,30,Aug 2017,May 2017,475,1550,1500,425,1662.5,1850,19
Tartous,Hama,110,Aug 2017,May 2017,550,1937.5,1700,425,1662.5,1850,19
Tartous,Homs,125,Aug 2017,May 2017,450,1412.5,1500,425,1662.5,1850,19
Tartous,Lattakia,125,Aug 2017,May 2017,406.5,1650,2e3,425,1662.5,1850,19
Tartous,Hama,142,Sep 2017,Jun 2017,575,1787.5,1800,425,1650,1850,20
Tartous,Lattakia,112,Sep 2017,Jun 2017,412.5,1650,2e3,425,1650,1850,20
Tartous,Homs,88,Sep 2017,Jun 2017,475,1412.5,1600,425,1650,1850,20
Tartous,Damascus,58,Sep 2017,Jun 2017,475,1525,1500,425,1650,1850,20
Tartous,Raqqa,44,Sep 2017,Jun 2017,550,1244,1800,425,1650,1850,20
Tartous,Edlib,366,Oct 2017,Jul 2017,350,4385,2e3,425,1650,1900,21
Tartous,Raqqa,234,Oct 2017,Jul 2017,500,1525,1850,425,1650,1900,21
Tartous,Lattakia,64,Oct 2017,Jul 2017,400,1650,2e3,425,1650,1900,21
Tartous,Hassakeh,16,Oct 2017,Jul 2017,425,1312.5,950,425,1650,1900,21
Tartous,Hama,127,Oct 2017,Jul 2017,575,1687.5,1900,425,1650,1900,21
Tartous,City-Damascus,131,Oct 2017,Jul 2017,450,1500,1550,425,1650,1900,21
Tartous,Homs,48,Oct 2017,Jul 2017,500,1412.5,1700,425,1650,1900,21
Tartous,Damascus,20,Oct 2017,Jul 2017,475,1525,1600,425,1650,1900,21
Tartous,City-Damascus,155,Nov 2017,Aug 2017,450,1500,1600,412.5,1650,1900,22
Tartous,Hama,160,Nov 2017,Aug 2017,590,1687.5,2e3,412.5,1650,1900,22
Tartous,Damascus,60,Nov 2017,Aug 2017,475,1525,1700,412.5,1650,1900,22
Tartous,Lattakia,105,Nov 2017,Aug 2017,391.5,1650,2e3,412.5,1650,1900,22
Tartous,Hassakeh,35,Nov 2017,Aug 2017,412.5,1325,950,412.5,1650,1900,22
Tartous,Homs,115,Nov 2017,Aug 2017,510,1412.5,1800,412.5,1650,1900,22
Tartous,Deir Ezzor,125,Nov 2017,Aug 2017,1e3,4500,1150,412.5,1650,1900,22
Tartous,Edlib,10,Nov 2017,Aug 2017,450,3890,2e3,412.5,1650,1900,22
Aleppo,Homs,100,Jan 2016,Oct 2015,306.5,1257.5,975,268.5,1426.5,1e3,0
Aleppo,Edlib,200,Jan 2016,Oct 2015,283.25,1261.25,1e3,268.5,1426.5,1e3,0
Aleppo,Hama,639,Mar 2016,Dec 2015,310,990.5,1062.5,327.5,1098,1e3,2
Aleppo,Edlib,210,Mar 2016,Dec 2015,331.25,1148.75,1090,327.5,1098,1e3,2
Aleppo,Raqqa,25,Apr 2016,Jan 2016,250,2275,1500,270.83335,1125,150,3
Aleppo,Homs,3823,Apr 2016,Jan 2016,271.66665,1015.83335,1e3,270.83335,1125,150,3
Aleppo,Raqqa,1700,May 2016,Feb 2016,287.5,2275,1500,302.5,1847.5,450,4
Aleppo,Raqqa,949,Jun 2016,Mar 2016,300,2075,1500,278.75,1035,750,5
Aleppo,Edlib,280,Jun 2016,Mar 2016,306.25,1266.25,1200,278.75,1035,750,5
Aleppo,Raqqa,49,Jul 2016,Apr 2016,375,2156.25,1625,350,1100,750,6
Aleppo,Hama,46,Jul 2016,Apr 2016,370,3612.5,1500,350,1100,750,6
Aleppo,Edlib,49,Jul 2016,Apr 2016,265,2735,1600,350,1100,750,6
Aleppo,Raqqa,142,Aug 2016,May 2016,525,2175,1750,462,1100,750,7
Aleppo,Edlib,300,Aug 2016,May 2016,362.5,3400,1600,462,1100,750,7
Aleppo,Hama,1674,Sep 2016,Jun 2016,386.5,3082.5,1e3,475,1262.5,750,8
Aleppo,Raqqa,5,Oct 2016,Jul 2016,525,875,1750,506.5,1462.5,900,9
Aleppo,Hama,487,Oct 2016,Jul 2016,400,2465.5,1e3,506.5,1462.5,900,9
Aleppo,Edlib,125,Oct 2016,Jul 2016,440,2862.5,1750,506.5,1462.5,900,9
Aleppo,Raqqa,2272,Nov 2016,Aug 2016,525,1850,1800,462.5,1500,1e3,10
Aleppo,Edlib,850,Nov 2016,Aug 2016,450,4120,1800,462.5,1500,1e3,10
Aleppo,Raqqa,469,Dec 2016,Sep 2016,525,1850,1825,600,1900,1500,11
Aleppo,Edlib,660,Dec 2016,Sep 2016,450,4120,1850,600,1900,1500,11
Aleppo,Homs,4,Jan 2017,Oct 2016,455,1462.5,2e3,500,2175,1500,12
Aleppo,Edlib,86,Jan 2017,Oct 2016,375,3730,2e3,500,2175,1500,12
Aleppo,Deir Ezzor,364,Jan 2017,Oct 2016,800,2737.5,1150,500,2175,1500,12
Aleppo,Raqqa,606,Jan 2017,Oct 2016,512.5,1725,1650,500,2175,1500,12
Aleppo,City-Damascus,1,Feb 2017,Nov 2016,450,1470,1500,525,2350,1500,13
Aleppo,Hama,25,Feb 2017,Nov 2016,525,1800,2e3,525,2350,1500,13
Aleppo,Deir Ezzor,47,Feb 2017,Nov 2016,1e3,4250,1150,525,2350,1500,13
Aleppo,Raqqa,1284,Feb 2017,Nov 2016,512.5,1262.5,1600,525,2350,1500,13
Aleppo,Edlib,1620,Feb 2017,Nov 2016,412.5,3512.5,2e3,525,2350,1500,13
Aleppo,Daraa,13,Mar 2017,Dec 2016,400,1562.5,1050,525,2800,1350,14
Aleppo,Hama,82,Mar 2017,Dec 2016,465,2475,1600,525,2800,1350,14
Aleppo,Hassakeh,83,Mar 2017,Dec 2016,512.5,1187.5,900,525,2800,1350,14
Aleppo,City-Damascus,186,Mar 2017,Dec 2016,450,1545,1500,525,2800,1350,14
Aleppo,Deir Ezzor,775,Mar 2017,Dec 2016,1e3,4250,1150,525,2800,1350,14
Aleppo,Edlib,991,Mar 2017,Dec 2016,450,4075,1700,525,2800,1350,14
Aleppo,Raqqa,1343,Mar 2017,Dec 2016,537.5,1625,1600,525,2800,1350,14
Aleppo,Homs,3331,Mar 2017,Dec 2016,450,1462.5,1100,525,2800,1350,14
Aleppo,Hama,189,Apr 2017,Jan 2017,525,1592.5,1300,413,1462.5,1550,15
Aleppo,Raqqa,1468,Apr 2017,Jan 2017,500,1300,1600,413,1462.5,1550,15
Aleppo,Homs,3688,Apr 2017,Jan 2017,450,1455,1150,413,1462.5,1550,15
Aleppo,Edlib,9329,Apr 2017,Jan 2017,400,4082.5,1700,413,1462.5,1550,15
Aleppo,City-Damascus,7,May 2017,Feb 2017,450,1647.5,1500,413,1531.5,1600,16
Aleppo,Hama,11,May 2017,Feb 2017,540,1575,1400,413,1531.5,1600,16
Aleppo,Deir Ezzor,891,May 2017,Feb 2017,1e3,4e3,1150,413,1531.5,1600,16
Aleppo,Edlib,1222,May 2017,Feb 2017,400,5845,1700,413,1531.5,1600,16
Aleppo,Homs,2888,May 2017,Feb 2017,440,1460,1150,413,1531.5,1600,16
Aleppo,Raqqa,12650,May 2017,Feb 2017,475,1300,1600,413,1531.5,1600,16
Aleppo,City-Damascus,35,Jun 2017,Mar 2017,450,1075,1500,407.5,1500,1700,17
Aleppo,Hassakeh,100,Jun 2017,Mar 2017,437.5,1225,900,407.5,1500,1700,17
Aleppo,Deir Ezzor,348,Jun 2017,Mar 2017,925,4400,1150,407.5,1500,1700,17
Aleppo,Edlib,766,Jun 2017,Mar 2017,455,4005,1750,407.5,1500,1700,17
Aleppo,Homs,2263,Jun 2017,Mar 2017,450,1460,1200,407.5,1500,1700,17
Aleppo,Hama,3374,Jun 2017,Mar 2017,550,1575,1450,407.5,1500,1700,17
Aleppo,Raqqa,11350,Jun 2017,Mar 2017,450,1237.5,1600,407.5,1500,1700,17
Aleppo,City-Damascus,44,Jul 2017,Apr 2017,450,1175,1500,419,1500,1800,18
Aleppo,Edlib,539,Jul 2017,Apr 2017,400,4837.5,1850,419,1500,1800,18
Aleppo,Hama,646,Jul 2017,Apr 2017,510,1675,1500,419,1500,1800,18
Aleppo,Homs,1462,Jul 2017,Apr 2017,450,1460,1300,419,1500,1800,18
Aleppo,Deir Ezzor,3493,Jul 2017,Apr 2017,1e3,4525,1150,419,1500,1800,18
Aleppo,Raqqa,11459,Jul 2017,Apr 2017,450,1237.5,1600,419,1500,1800,18
Aleppo,Daraa,115,Aug 2017,May 2017,400,1512.5,1150,450,1490,1900,19
Aleppo,Hassakeh,430,Aug 2017,May 2017,419,1250,900,450,1490,1900,19
Aleppo,Homs,459,Aug 2017,May 2017,450,1412.5,1500,450,1490,1900,19
Aleppo,Edlib,701,Aug 2017,May 2017,312.5,4787.5,1950,450,1490,1900,19
Aleppo,Hama,2223,Aug 2017,May 2017,550,1937.5,1700,450,1490,1900,19
Aleppo,Damascus,2558,Aug 2017,May 2017,475,1550,1500,450,1490,1900,19
Aleppo,Deir Ezzor,3371,Aug 2017,May 2017,1e3,4250,1150,450,1490,1900,19
Aleppo,Raqqa,12089,Aug 2017,May 2017,487.5,1237.5,1600,450,1490,1900,19
Aleppo,Deir Ezzor,19309,Sep 2017,Jun 2017,1e3,4250,1150,431.5,1475,2e3,20
Aleppo,Hama,4563,Sep 2017,Jun 2017,575,1787.5,1800,431.5,1475,2e3,20
Aleppo,Raqqa,2211,Sep 2017,Jun 2017,550,1244,1800,431.5,1475,2e3,20
Aleppo,Edlib,1426,Sep 2017,Jun 2017,350,4385,2e3,431.5,1475,2e3,20
Aleppo,Homs,708,Sep 2017,Jun 2017,475,1412.5,1600,431.5,1475,2e3,20
Aleppo,Hassakeh,21,Sep 2017,Jun 2017,425,1300,950,431.5,1475,2e3,20
Aleppo,Hama,4179,Oct 2017,Jul 2017,575,1687.5,1900,450,1462.5,2e3,21
Aleppo,Deir Ezzor,52485,Oct 2017,Jul 2017,1e3,4250,1150,450,1462.5,2e3,21
Aleppo,Raqqa,6651,Oct 2017,Jul 2017,500,1525,1850,450,1462.5,2e3,21
Aleppo,Edlib,246,Oct 2017,Jul 2017,350,4385,2e3,450,1462.5,2e3,21
Aleppo,Homs,154,Oct 2017,Jul 2017,500,1412.5,1700,450,1462.5,2e3,21
Aleppo,Hassakeh,21,Oct 2017,Jul 2017,425,1312.5,950,450,1462.5,2e3,21
Aleppo,City-Damascus,6,Oct 2017,Jul 2017,450,1500,1550,450,1462.5,2e3,21
Aleppo,Deir Ezzor,31667,Nov 2017,Aug 2017,1e3,4500,1150,450,1475,2e3,22
Aleppo,Raqqa,8079,Nov 2017,Aug 2017,500,1650,1900,450,1475,2e3,22
Aleppo,Edlib,28,Nov 2017,Aug 2017,450,3890,2e3,450,1475,2e3,22
Aleppo,Hassakeh,22,Nov 2017,Aug 2017,412.5,1325,950,450,1475,2e3,22
Aleppo,Homs,167,Nov 2017,Aug 2017,510,1412.5,1800,450,1475,2e3,22
Aleppo,Hama,3299,Nov 2017,Aug 2017,590,1687.5,2e3,450,1475,2e3,22
Aleppo,Damascus,33,Dec 2017,Sep 2017,495,1550,1800,472.5,1475,2e3,23
Aleppo,Homs,83,Dec 2017,Sep 2017,508,1412.5,1900,472.5,1475,2e3,23
Aleppo,Raqqa,1944,Dec 2017,Sep 2017,537.5,1700,1950,472.5,1475,2e3,23
Aleppo,Hama,3433,Dec 2017,Sep 2017,550,1575,2e3,472.5,1475,2e3,23
Aleppo,Edlib,4480,Dec 2017,Sep 2017,460,3895,2e3,472.5,1475,2e3,23
Aleppo,Deir Ezzor,4513,Dec 2017,Sep 2017,862.5,4500,1200,472.5,1475,2e3,23
As_Suweida,City-Damascus,70,Jan 2016,Oct 2015,239.5,1017.5,1475,265,1400,1200,0
As_Suweida,Damascus,379,Jan 2016,Oct 2015,412.5,2627.5,1475,265,1400,1200,0
As_Suweida,Daraa,810,Feb 2016,Nov 2015,287.5,1144,700,275,1400,1200,1
As_Suweida,Damascus,240,Feb 2016,Nov 2015,437.5,2627.5,1475,275,1400,1200,1
As_Suweida,Daraa,612,Mar 2016,Dec 2015,335,1170,700,275,1400,1200,2
As_Suweida,Damascus,170,Mar 2016,Dec 2015,564,3435,1475,275,1400,1200,2
As_Suweida,Homs,111,Apr 2016,Jan 2016,271.66665,1015.83335,1e3,300,1375,1200,3
As_Suweida,Damascus,70,Apr 2016,Jan 2016,529.1667,4741.66665,1500,300,1375,1200,3
As_Suweida,Raqqa,2000,May 2016,Feb 2016,287.5,2275,1500,300,1375,1200,4
As_Suweida,City-Damascus,45,May 2016,Feb 2016,312.5,1125,1500,300,1375,1200,4
As_Suweida,Daraa,221,May 2016,Feb 2016,325,1156.25,900,300,1375,1200,4
As_Suweida,Homs,97,May 2016,Feb 2016,350,1335,1100,300,1375,1200,4
As_Suweida,Al_Qunaytirah,54,May 2016,Feb 2016,300,1150,1200,300,1375,1200,4
As_Suweida,Damascus,91,May 2016,Feb 2016,575,4750,1500,300,1375,1200,4
As_Suweida,City-Damascus,42,Jun 2016,Mar 2016,312.5,1125,1500,300,1375,1200,5
As_Suweida,Daraa,251,Jun 2016,Mar 2016,275,1150,900,300,1375,1200,5
As_Suweida,Deir Ezzor,15,Jun 2016,Mar 2016,537.5,2850,1100,300,1375,1200,5
As_Suweida,Homs,256,Jun 2016,Mar 2016,306.25,1266.25,1200,300,1375,1200,5
As_Suweida,Edlib,12,Jun 2016,Mar 2016,306.25,1266.25,1200,300,1375,1200,5
As_Suweida,Damascus,79,Jun 2016,Mar 2016,400,2500,1500,300,1375,1200,5
As_Suweida,City-Damascus,43,Jul 2016,Apr 2016,331.25,1120,1500,350,1375,1200,6
As_Suweida,Daraa,289,Jul 2016,Apr 2016,300,1150,900,350,1375,1200,6
As_Suweida,Homs,279,Jul 2016,Apr 2016,325,1335,1e3,350,1375,1200,6
As_Suweida,Edlib,10,Jul 2016,Apr 2016,265,2735,1600,350,1375,1200,6
As_Suweida,Damascus,127,Jul 2016,Apr 2016,425,2500,1500,350,1375,1200,6
As_Suweida,City-Damascus,42,Aug 2016,May 2016,355,1120,1500,406.25,1375,1300,7
As_Suweida,Daraa,30,Aug 2016,May 2016,331.25,1135,900,406.25,1375,1300,7
As_Suweida,Deir Ezzor,5,Aug 2016,May 2016,800,4050,1150,406.25,1375,1300,7
As_Suweida,Homs,71,Aug 2016,May 2016,480,1335,1e3,406.25,1375,1300,7
As_Suweida,Edlib,138,Aug 2016,May 2016,362.5,3400,1600,406.25,1375,1300,7
As_Suweida,Damascus,50,Aug 2016,May 2016,450,2500,1500,406.25,1375,1300,7
As_Suweida,Hassakeh,48,Oct 2016,Jul 2016,680,2380,900,462.5,1512.5,1300,9
As_Suweida,City-Damascus,123,Oct 2016,Jul 2016,434,1370,1500,462.5,1512.5,1300,9
As_Suweida,Daraa,85,Oct 2016,Jul 2016,400,2750,925,462.5,1512.5,1300,9
As_Suweida,Deir Ezzor,27,Oct 2016,Jul 2016,850,4150,1050,462.5,1512.5,1300,9
As_Suweida,Homs,88,Oct 2016,Jul 2016,400,1175,500,462.5,1512.5,1300,9
As_Suweida,Edlib,94,Oct 2016,Jul 2016,440,2862.5,1750,462.5,1512.5,1300,9
As_Suweida,Al_Qunaytirah,339,Oct 2016,Jul 2016,431.5,1519,1200,462.5,1512.5,1300,9
As_Suweida,Damascus,10,Oct 2016,Jul 2016,525,2775,1500,462.5,1512.5,1300,9
As_Suweida,Hassakeh,20,Nov 2016,Aug 2016,575,2280,950,450,1675,1425,10
As_Suweida,City-Damascus,103,Nov 2016,Aug 2016,434.5,1370,1500,450,1675,1425,10
As_Suweida,Daraa,130,Nov 2016,Aug 2016,394,2350,950,450,1675,1425,10
As_Suweida,Deir Ezzor,21,Nov 2016,Aug 2016,625,4e3,1150,450,1675,1425,10
As_Suweida,Homs,50,Nov 2016,Aug 2016,400,1375,1e3,450,1675,1425,10
As_Suweida,Edlib,100,Nov 2016,Aug 2016,450,4120,1800,450,1675,1425,10
As_Suweida,Al_Qunaytirah,75,Nov 2016,Aug 2016,425,1525,1200,450,1675,1425,10
As_Suweida,Damascus,85,Nov 2016,Aug 2016,550,2775,1500,450,1675,1425,10
As_Suweida,Hassakeh,20,Dec 2016,Sep 2016,600,1759,900,450,1675,1500,11
As_Suweida,City-Damascus,103,Dec 2016,Sep 2016,435,1470,1500,450,1675,1500,11
As_Suweida,Daraa,130,Dec 2016,Sep 2016,400,2100,1e3,450,1675,1500,11
As_Suweida,Deir Ezzor,21,Dec 2016,Sep 2016,737.5,3325,1150,450,1675,1500,11
As_Suweida,Homs,50,Dec 2016,Sep 2016,460,1475,1e3,450,1675,1500,11
As_Suweida,Edlib,100,Dec 2016,Sep 2016,450,4120,1850,450,1675,1500,11
As_Suweida,Al_Qunaytirah,75,Dec 2016,Sep 2016,412.5,1525,1200,450,1675,1500,11
As_Suweida,Damascus,85,Dec 2016,Sep 2016,550,2750,1500,450,1675,1500,11
As_Suweida,Hassakeh,10,Jan 2017,Oct 2016,550,1212.5,900,425,1587.5,1500,12
As_Suweida,Raqqa,10,Jan 2017,Oct 2016,512.5,1725,1650,425,1587.5,1500,12
As_Suweida,Homs,11,Jan 2017,Oct 2016,455,1462.5,2e3,425,1587.5,1500,12
As_Suweida,Deir Ezzor,12,Jan 2017,Oct 2016,800,2737.5,1150,425,1587.5,1500,12
As_Suweida,Al_Qunaytirah,65,Jan 2017,Oct 2016,375,1530,1200,425,1587.5,1500,12
As_Suweida,Damascus,70,Jan 2017,Oct 2016,500,1850,1500,425,1587.5,1500,12
As_Suweida,City-Damascus,75,Jan 2017,Oct 2016,431.25,1470,1500,425,1587.5,1500,12
As_Suweida,Daraa,77,Jan 2017,Oct 2016,400,1512.5,1150,425,1587.5,1500,12
As_Suweida,Edlib,80,Jan 2017,Oct 2016,375,3730,2e3,425,1587.5,1500,12
As_Suweida,Hassakeh,5,Feb 2017,Nov 2016,531.25,1262.5,900,425,1587.5,1500,13
As_Suweida,Edlib,10,Feb 2017,Nov 2016,412.5,3512.5,2e3,425,1587.5,1500,13
As_Suweida,City-Damascus,15,Feb 2017,Nov 2016,450,1470,1500,425,1587.5,1500,13
As_Suweida,Homs,30,Feb 2017,Nov 2016,485,1455,2e3,425,1587.5,1500,13
As_Suweida,Al_Qunaytirah,45,Feb 2017,Nov 2016,355,1525,1250,425,1587.5,1500,13
As_Suweida,Damascus,45,Feb 2017,Nov 2016,500,1600,1500,425,1587.5,1500,13
As_Suweida,Deir Ezzor,80,Feb 2017,Nov 2016,1e3,4250,1150,425,1587.5,1500,13
As_Suweida,Daraa,81,Feb 2017,Nov 2016,400,1562.5,1150,425,1587.5,1500,13
As_Suweida,Hassakeh,15,Mar 2017,Dec 2016,512.5,1187.5,900,437.5,1675,1500,14
As_Suweida,Raqqa,25,Mar 2017,Dec 2016,537.5,1625,1600,437.5,1675,1500,14
As_Suweida,Al_Qunaytirah,30,Mar 2017,Dec 2016,355,1530,1250,437.5,1675,1500,14
As_Suweida,Damascus,40,Mar 2017,Dec 2016,510,1700,1500,437.5,1675,1500,14
As_Suweida,Homs,41,Mar 2017,Dec 2016,450,1462.5,1100,437.5,1675,1500,14
As_Suweida,Deir Ezzor,52,Mar 2017,Dec 2016,1e3,4250,1150,437.5,1675,1500,14
As_Suweida,Edlib,55,Mar 2017,Dec 2016,450,4075,1700,437.5,1675,1500,14
As_Suweida,Daraa,103,Mar 2017,Dec 2016,400,1562.5,1050,437.5,1675,1500,14
As_Suweida,City-Damascus,185,Mar 2017,Dec 2016,450,1545,1500,437.5,1675,1500,14
As_Suweida,Edlib,8,Apr 2017,Jan 2017,400,4082.5,1700,425,1762.5,1500,15
As_Suweida,Homs,14,Apr 2017,Jan 2017,450,1455,1150,425,1762.5,1500,15
As_Suweida,Deir Ezzor,55,Apr 2017,Jan 2017,1125,4250,1150,425,1762.5,1500,15
As_Suweida,City-Damascus,92,Apr 2017,Jan 2017,450,1620,1500,425,1762.5,1500,15
As_Suweida,Damascus,249,Apr 2017,Jan 2017,510,1675,1500,425,1762.5,1500,15
As_Suweida,Daraa,274,Apr 2017,Jan 2017,400,1562.5,1050,425,1762.5,1500,15
As_Suweida,City-Damascus,1,May 2017,Feb 2017,450,1647.5,1500,425,1775,1500,16
